area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0000976223,0.010245210403476021
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,367.1620868722,309448.97992298834
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.1837648082,21.23230502414517
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Gadiformes","Cods","Medium benthopelagics (30 - 89 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.1837648082,21.23230502414517
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,450.8165299064,596785.0616751665
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.2256338989,7.270929377161608
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.2256338989,7.270929377161608
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Sparidae","Porgies, seabreams","Medium benthopelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,114.0303620177,474185.339809297
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Sparidae","Porgies, seabreams","Medium benthopelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0570722533,4.845788411316356
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Sparidae","Porgies, seabreams","Medium benthopelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0570722533,4.845788411316356
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,0.5764995113,1940.2114113438631
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0002885383,0.024498691415597875
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0002885383,0.024498691415597875
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Trachurus","Jacks, horse mackerels","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,26.2531070984,15649.398382037329
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Trachurus","Jacks, horse mackerels","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0131396932,1.115641482561436
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Trachurus","Jacks, horse mackerels","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0131396932,1.115641482561436
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Macruronus novaezelandiae","Blue grenadier","Large demersals (>=90 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Direct human consumption,4.4763318685,15542.177877773878
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Macruronus novaezelandiae","Blue grenadier","Large demersals (>=90 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0022404063,0.25885800037721485
"Kermadec Isl. (New Zealand)",eez,Inferred foreign catch,,1993,"Macruronus novaezelandiae","Blue grenadier","Large demersals (>=90 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,unknown class,Other,0.0022404063,0.25885800037721485
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,,5.2118167404
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,0.1698752225
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,,2.4116997940
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0121913001,34.478410970836855
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0004514188,1.2766648117036217
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,0.0724147583
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.0033636421,4.375405494687707
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,,1.3608425969
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0361715376
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.4760190347
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Istiophoridae","Billfishes","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0154586849
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,1.0366052389
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,0.0277544098
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,0.1629377956
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Alopias","Thresher sharks","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,0.0031961357
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Japan",Industrial,Discards,Unreported,longline,,0.6648331209
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0141397282
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0133968670
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.1622379351,492.2204852005653
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.0015454894,2.892434503275279
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.7887689829
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0012204830
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,56.9110077046,278770.6606110253
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,1.9473261064,9538.706253694878
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0050980409
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,1.6066584011,3739.4395888575077
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,5.4572117853,14613.47452047707
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,other,Direct human consumption,0.0181029342,48.47654421105381
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,1.0766908764
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0021905948
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.6368660201,4915.708967866333
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0047902823,36.97423446164389
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0366592552
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.1645134839,505.9401619968428
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0002634451,0.9321538071883925
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.0133610232
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.5275560838,1914.9425924451552
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0513139660,98.56750913535309
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,1.9880803576
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0001960785
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.3919023936,7590.322449798361
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0007775180,15.058883848733169
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0688816457
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.1428085835,736.6737939013332
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0007560550,4.487188105999854
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Kajikia audax","Striped marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.7623711976,4740.5994519649
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Kajikia audax","Striped marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0386918507,240.59482675899937
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Kajikia audax","Striped marlin","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.0185054206,52.92694623260781
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,1.9044632434
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0006058287
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.2349672582,4613.4199872604095
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0077245719,151.66663886251635
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Discards,Unreported,longline,,0.0465882457
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.0114295500,103.21808305924532
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Xiphias gladius","Swordfish","Large pelagics (>=90 cm)","Tuna & billfishes","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0020113783,20.89874376254437
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,0.5641572757
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Carcharhinus longimanus","Oceanic whitetip shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,0.0121164187
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,longline,,9.2309594090
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Discards,Unreported,longline,,0.3042905499
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,longline,,0.0059379299
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Discards,Unreported,other,,0.0016170071
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0253596236,208.69714908810042
"Kermadec Isl. (New Zealand)",eez,Assigned Tuna RFMO catch,,1993,"Thunnus orientalis","Pacific bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,other,Direct human consumption,0.0328274881,270.153977618896
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,13.1030000000,19602.467987
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.1098900000,558.37130976
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000550000,0.005749222028
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0000550000,0.005749222028
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Centrolophus niger","Rudderfish","Large bathypelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0899100000,355.20977466000005
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Centrolophus niger","Rudderfish","Large bathypelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000450000,0.004703908932
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Centrolophus niger","Rudderfish","Large bathypelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0000450000,0.004703908932
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Brama brama","Atlantic pomfret","Medium bathypelagics (30 - 89 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0169830000,56.573209161
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Brama brama","Atlantic pomfret","Medium bathypelagics (30 - 89 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000085000,0.0008885161316
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Brama brama","Atlantic pomfret","Medium bathypelagics (30 - 89 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0000085000,0.0008885161316
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Thyrsites atun","Snoek","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.2447550000,661.871610855
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Thyrsites atun","Snoek","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0001225000,0.012805085426
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Thyrsites atun","Snoek","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0001225000,0.012805085426
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.4615380000,2040.0154984439998
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0002310000,0.00908529171627
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Other,0.0002310000,0.00908529171627
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Direct human consumption,0.0999000000,182.7346824
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0000500000,0.0019665133585
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","New Zealand",Industrial,Landings,Reported,longline,Other,0.0000500000,0.0019665133585
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Ruvettus pretiosus","Oilfish","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0249750000,68.28189975000001
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Ruvettus pretiosus","Oilfish","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000125000,0.0013066413700000001
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Ruvettus pretiosus","Oilfish","Large benthopelagics (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0000125000,0.0013066413700000001
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Lampris guttatus","Opah","Large bathypelagics (>=90 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,1.2377610000,4544.46426672
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Lampris guttatus","Opah","Large bathypelagics (>=90 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0006195000,0.0647571462972
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Lampris guttatus","Opah","Large bathypelagics (>=90 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0006195000,0.0647571462972
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Pagrus auratus","Silver seabream","Large demersals (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0719280000,362.88215460000004
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Pagrus auratus","Silver seabream","Large demersals (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000360000,0.0037631271456
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Pagrus auratus","Silver seabream","Large demersals (>=90 cm)","Perch-likes","New Zealand",Industrial,Landings,Reported,pelagic trawl,Other,0.0000360000,0.0037631271456
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Pseudocyttus maculatus","Smooth oreo dory","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0749250000,354.979140525
"Kermadec Isl. (New Zealand)",eez,Reconstructed domestic catch,3,1994,"Pseudocyttus maculatus","Smooth oreo dory","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","New Zealand",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000375000,0.0039199241099999995
